"Gene","GENENAME","AIS_vs_Normal","MIA_vs_Normal","LUAD_vs_Normal","MIA_vs_AIS","LUAD_vs_AIS","LUAD_vs_MIA","Pattern"
"HEY2","hes related family bHLH transcription factor with YRPW motif 2",-1.363076524,-0.79575531,-0.793861223,0.567321214,0.569215301,0.001894087,"p9"
"HEYL","hes related family bHLH transcription factor with YRPW motif like",-1.094993773,-0.570193136,-1.09593038,0.524800637,-0.000936607,-0.525737244,"p9"
"HIC1","HIC ZBTB transcriptional repressor 1",-1.057185367,-1.105562384,-1.093532999,-0.048377017,-0.036347632,0.012029384,"p9"
"HLX","H2.0 like homeobox",-1.438525913,-1.349643345,-1.723011298,0.088882568,-0.284485384,-0.373367953,"p9"
"HMCN2","hemicentin 2",-1.637663901,-1.098934184,-1.41988126,0.538729717,0.217782641,-0.320947075,"p9"
"HOGA1","4-hydroxy-2-oxoglutarate aldolase 1",-1.311742197,-1.040271527,-1.546163411,0.271470669,-0.234421215,-0.505891884,"p9"
"HOXA2","homeobox A2",-1.065059887,-0.954309426,-1.323308555,0.110750461,-0.258248668,-0.368999129,"p9"
"HOXA3","homeobox A3",-1.391735318,-1.006561256,-1.130077667,0.385174062,0.261657652,-0.12351641,"p9"
"HOXA4","homeobox A4",-1.435484435,-1.294344645,-1.983374446,0.141139791,-0.547890011,-0.689029801,"p9"
"HOXA5","homeobox A5",-1.670462211,-1.231656086,-1.940721489,0.438806124,-0.270259278,-0.709065403,"p9"
"HOXA6","homeobox A6",-1.579116163,-1.003260839,-1.428501325,0.575855323,0.150614838,-0.425240485,"p9"
"HOXA7","homeobox A7",-1.146766947,-0.688465678,-0.729721456,0.458301269,0.417045491,-0.041255778,"p9"
"HRCT1","histidine rich carboxyl terminus 1",-1.678680949,-1.51050196,-1.898634497,0.168178989,-0.219953548,-0.388132537,"p9"
"HSD11B1","hydroxysteroid 11-beta dehydrogenase 1",-1.457756403,-1.163905839,-1.257018479,0.293850563,0.200737923,-0.09311264,"p9"
"HSPA2","heat shock protein family A (Hsp70) member 2",-1.404268198,-1.092307816,-0.742834282,0.311960382,0.661433916,0.349473535,"p9"
"HSPB2","heat shock protein family B (small) member 2",-1.808972694,-1.309283038,-1.929560363,0.499689656,-0.120587669,-0.620277325,"p9"
"HSPB2-C11orf52","HSPB2-C11orf52 readthrough (NMD candidate)",-2.075341336,-1.483479905,-2.108826335,0.591861431,-0.033484999,-0.62534643,"p9"
"HSPB6","heat shock protein family B (small) member 6",-1.907219543,-1.509232804,-2.470500711,0.39798674,-0.563281168,-0.961267908,"p9"
"HSPB7","heat shock protein family B (small) member 7",-1.002400887,-0.598358273,-1.01446246,0.404042614,-0.012061573,-0.416104187,"p9"
"HTR1B","5-hydroxytryptamine receptor 1B",-1.564552002,-1.388415555,-1.337914862,0.176136447,0.22663714,0.050500693,"p9"
"HYAL2","hyaluronidase 2",-1.064260036,-0.92226225,-1.488061142,0.141997786,-0.423801106,-0.565798892,"p9"
"ID1","inhibitor of DNA binding 1, HLH protein",-1.279385304,-1.211143303,-1.727727928,0.068242,-0.448342625,-0.516584625,"p9"
"ID3","inhibitor of DNA binding 3, HLH protein",-1.513702145,-1.385211249,-1.667584657,0.128490896,-0.153882512,-0.282373408,"p9"
"IGFBP6","insulin like growth factor binding protein 6",-2.00129442,-1.263991234,-1.793391456,0.737303185,0.207902964,-0.529400221,"p9"
"IHH","Indian hedgehog signaling molecule",-1.004741984,-1.06857283,-1.367526838,-0.063830847,-0.362784854,-0.298954008,"p9"
"IL3RA","interleukin 3 receptor subunit alpha",-1.181347631,-0.918723247,-1.337132463,0.262624384,-0.155784832,-0.418409216,"p9"
"IL5RA","interleukin 5 receptor subunit alpha",-1.232235602,-0.698939874,-1.099794252,0.533295727,0.132441349,-0.400854378,"p9"
"IQSEC3","IQ motif and Sec7 domain 3",-1.837928295,-1.339131924,-2.202007207,0.498796372,-0.364078912,-0.862875283,"p9"
"ISLR","immunoglobulin superfamily containing leucine rich repeat",-1.026137181,-0.396697289,0.399499426,0.629439891,1.425636606,0.796196715,"p9"
"ITGA8","integrin subunit alpha 8",-1.014663238,-0.902188509,-1.538400627,0.112474729,-0.523737389,-0.636212118,"p9"
"ITIH5","inter-alpha-trypsin inhibitor heavy chain 5",-1.219039776,-1.027732073,-1.866063632,0.191307704,-0.647023856,-0.83833156,"p9"
"IZUMO1","izumo sperm-egg fusion 1",-1.52569034,-1.392164931,-1.769810053,0.13352541,-0.244119713,-0.377645123,"p9"
"JAKMIP2","janus kinase and microtubule interacting protein 2",-1.431100296,-0.844543407,-1.200367642,0.586556888,0.230732653,-0.355824235,"p9"
"JPH2","junctophilin 2",-1.598970339,-1.022347727,-1.387467583,0.576622612,0.211502756,-0.365119856,"p9"
"KANK2","KN motif and ankyrin repeat domains 2",-1.141766425,-0.852873634,-1.389183109,0.288892791,-0.247416684,-0.536309475,"p9"
"KAZN","kazrin, periplakin interacting protein",-1.093834067,-0.780667831,-1.118133921,0.313166236,-0.024299854,-0.33746609,"p9"
"KBTBD13","kelch repeat and BTB domain containing 13",-1.824185346,-1.750732901,-1.970840569,0.073452445,-0.146655222,-0.220107667,"p9"
"KCNA10","potassium voltage-gated channel subfamily A member 10",-2.008599954,-1.19898198,-1.611688591,0.809617974,0.396911363,-0.412706611,"p9"
"KCNA4","potassium voltage-gated channel subfamily A member 4",-1.173357252,-0.748744092,-1.712671494,0.42461316,-0.539314242,-0.963927402,"p9"
"KCNA5","potassium voltage-gated channel subfamily A member 5",-1.312964908,-1.126823013,-1.496718902,0.186141895,-0.183753994,-0.369895889,"p9"
"KCNH2","potassium voltage-gated channel subfamily H member 2",-1.123189285,-0.895067183,-0.313481531,0.228122103,0.809707755,0.581585652,"p9"
"KCNIP1","potassium voltage-gated channel interacting protein 1",-1.179980811,-0.824732251,-0.991564447,0.35524856,0.188416364,-0.166832196,"p9"
"KCNJ1","potassium voltage-gated channel subfamily J member 1",-1.532201425,-1.278296155,-0.996757275,0.25390527,0.535444149,0.281538879,"p9"
"KCNJ12","potassium voltage-gated channel subfamily J member 12",-2.13801031,-1.792789276,-1.344343508,0.345221034,0.793666802,0.448445768,"p9"
"KCNJ16","potassium voltage-gated channel subfamily J member 16",-1.69505367,-1.003971935,-1.44279231,0.691081735,0.25226136,-0.438820375,"p9"
"KCNK7","potassium two pore domain channel subfamily K member 7",-1.341057412,-1.238041386,-1.288142329,0.103016026,0.052915083,-0.050100943,"p9"
"KCNMB4","potassium calcium-activated channel subfamily M regulatory beta subunit 4",-1.950566006,-1.762229292,-1.653501497,0.188336714,0.297064509,0.108727795,"p9"
"KCNT2","potassium sodium-activated channel subfamily T member 2",-1.300382347,-0.782999377,-1.383928828,0.51738297,-0.083546481,-0.600929451,"p9"
"KCTD15","potassium channel tetramerization domain containing 15",-1.259927335,-0.95249191,-1.071798541,0.307435425,0.188128794,-0.119306631,"p9"
"KCTD16","potassium channel tetramerization domain containing 16",-1.410971931,-1.170292752,-1.785845601,0.240679179,-0.37487367,-0.615552849,"p9"
"KDR","kinase insert domain receptor",-1.405441473,-1.156142806,-1.323847316,0.249298667,0.081594156,-0.16770451,"p9"
"KHDRBS2","KH RNA binding domain containing, signal transduction associated 2",-1.31192793,-1.264535914,-1.622129342,0.047392016,-0.310201412,-0.357593429,"p9"
"KIAA0087","KIAA0087 lncRNA",-1.210528682,-0.722692922,-1.559794076,0.48783576,-0.349265393,-0.837101154,"p9"
"KIAA1614","KIAA1614",-1.202298647,-0.818300502,-0.880651774,0.383998144,0.321646872,-0.062351272,"p9"
"KIF17","kinesin family member 17",-1.231042816,-1.105216702,-1.838773159,0.125826114,-0.607730343,-0.733556458,"p9"
"KIF26A","kinesin family member 26A",-1.638062124,-1.420434265,-1.916379579,0.217627859,-0.278317456,-0.495945315,"p9"
"KIF4B","kinesin family member 4B",-1.460791094,-1.336802377,-1.322932183,0.123988717,0.137858911,0.013870194,"p9"
"KIR2DL3","killer cell immunoglobulin like receptor, two Ig domains and long cytoplasmic tail 3",-2.368116452,-2.239769867,-2.46837042,0.128346584,-0.100253968,-0.228600553,"p9"
"KIR3DL1","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 1",-1.679902737,-1.818463567,-2.757346822,-0.138560831,-1.077444085,-0.938883255,"p9"
"KIR3DL2","killer cell immunoglobulin like receptor, three Ig domains and long cytoplasmic tail 2",-1.623567499,-1.462983631,-2.173764582,0.160583869,-0.550197083,-0.710780951,"p9"
"KIR3DX1","killer cell immunoglobulin like receptor, three Ig domains X1 (pseudogene)",-1.306238904,-1.464668267,-1.300900266,-0.158429363,0.005338638,0.163768001,"p9"
"KL","klotho",-1.714161827,-1.512741901,-2.388764207,0.201419926,-0.67460238,-0.876022306,"p9"
"KLF11","Kruppel like factor 11",-1.036288596,-0.798446023,-0.736870978,0.237842573,0.299417617,0.061575045,"p9"
"KLF2","Kruppel like factor 2",-1.173654722,-1.271744705,-1.994516809,-0.098089983,-0.820862087,-0.722772103,"p9"
"KLF4","Kruppel like factor 4",-1.60079362,-1.746348453,-2.68911841,-0.145554833,-1.08832479,-0.942769957,"p9"
"KLHL30","kelch like family member 30",-1.457140038,-0.790661875,-0.797196613,0.666478162,0.659943425,-0.006534737,"p9"
"KLK10","kallikrein related peptidase 10",-1.908694919,-1.062318492,-1.971736415,0.846376427,-0.063041496,-0.909417923,"p9"
"KLK11","kallikrein related peptidase 11",-1.516363868,-1.075608952,-1.365825644,0.440754916,0.150538224,-0.290216692,"p9"
"KLRC3","killer cell lectin like receptor C3",-1.043315479,-0.76784474,-1.06225529,0.27547074,-0.018939811,-0.29441055,"p9"
"KLRD1","killer cell lectin like receptor D1",-1.662631986,-1.227775741,-1.552388899,0.434856245,0.110243087,-0.324613158,"p9"
"KLRF1","killer cell lectin like receptor F1",-2.298724237,-1.584126456,-2.099022398,0.714597781,0.199701839,-0.514895942,"p9"
"KLRG2","killer cell lectin like receptor G2",-1.395164757,-1.582939472,-1.660110243,-0.187774715,-0.264945486,-0.077170771,"p9"
"KRT72","keratin 72",-2.031921474,-1.297591628,-2.014728685,0.734329846,0.017192789,-0.717137058,"p9"
"KRT73","keratin 73",-1.659610745,-1.62457295,-2.503333426,0.035037794,-0.843722681,-0.878760475,"p9"
"LAMA4","laminin subunit alpha 4",-1.401730734,-1.129547557,-1.272941769,0.272183177,0.128788965,-0.143394212,"p9"
"LAMC3","laminin subunit gamma 3",-1.406480747,-1.158386664,-1.940916835,0.248094083,-0.534436088,-0.782530171,"p9"
"LARP6","La ribonucleoprotein domain family member 6",-1.048048621,-1.013479069,-0.863752052,0.034569551,0.184296568,0.149727017,"p9"
"LAYN","layilin",-1.056063749,-0.623855194,-0.963552727,0.432208555,0.092511022,-0.339697532,"p9"
"LBX1","ladybird homeobox 1",-1.710065854,-1.191865286,-1.810058583,0.518200568,-0.099992729,-0.618193297,"p9"
"LCNL1","lipocalin like 1",-1.061031463,-0.792603539,-1.694900907,0.268427924,-0.633869444,-0.902297368,"p9"
"LEPR","leptin receptor",-1.866417358,-1.457007377,-2.241497056,0.409409982,-0.375079698,-0.784489679,"p9"
"LGALS1","galectin 1",-1.049312227,-0.661159775,-0.229760869,0.388152451,0.819551358,0.431398907,"p9"
"LGI4","leucine rich repeat LGI family member 4",-1.531530917,-1.236773075,-1.876390031,0.294757843,-0.344859114,-0.639616957,"p9"
"LILRA1","leukocyte immunoglobulin like receptor A1",-1.28113919,-1.160924555,-1.619664196,0.120214635,-0.338525007,-0.458739641,"p9"
"LILRA5","leukocyte immunoglobulin like receptor A5",-1.133119301,-0.982394833,-1.579011326,0.150724467,-0.445892025,-0.596616493,"p9"
"LILRA6","leukocyte immunoglobulin like receptor A6",-1.11692489,-0.976269291,-0.883876106,0.140655598,0.233048784,0.092393186,"p9"
"LILRB2","leukocyte immunoglobulin like receptor B2",-1.084939221,-1.002030905,-1.052343036,0.082908316,0.032596185,-0.050312131,"p9"
"LIN7A","lin-7 homolog A, crumbs cell polarity complex component",-1.026777019,-1.342573202,-1.939407788,-0.315796183,-0.912630769,-0.596834586,"p9"
"LMCD1","LIM and cysteine rich domains 1",-1.085434178,-0.712389643,-1.308514325,0.373044535,-0.223080147,-0.596124682,"p9"
"LMO2","LIM domain only 2",-1.334451498,-1.079704756,-1.726938392,0.254746742,-0.392486893,-0.647233635,"p9"
"LMOD1","leiomodin 1",-1.239154783,-0.687086113,-1.278269911,0.552068669,-0.039115128,-0.591183797,"p9"
"LOXHD1","lipoxygenase homology domains 1",-1.456704866,-1.374188291,-2.235248898,0.082516575,-0.778544032,-0.861060607,"p9"
"LRP1","LDL receptor related protein 1",-1.005873461,-0.661836687,-0.761507259,0.344036774,0.244366202,-0.099670572,"p9"
"LRP4","LDL receptor related protein 4",-1.022930084,-0.712940111,-1.257073189,0.309989973,-0.234143105,-0.544133078,"p9"
"LRRC32","leucine rich repeat containing 32",-1.317075131,-1.228280164,-1.64564254,0.088794967,-0.328567409,-0.417362376,"p9"
"LRRC4B","leucine rich repeat containing 4B",-1.206876613,-1.061247639,-1.752394175,0.145628974,-0.545517562,-0.691146536,"p9"
"LRTM1","leucine rich repeats and transmembrane domains 1",-1.099924226,-1.094888636,-1.639232992,0.00503559,-0.539308766,-0.544344356,"p9"
"LTBP4","latent transforming growth factor beta binding protein 4",-1.528783348,-1.233873027,-2.070086851,0.294910321,-0.541303503,-0.836213824,"p9"
"LY6G6C","lymphocyte antigen 6 family member G6C",-1.858644151,-1.628624802,-1.651172502,0.230019349,0.207471649,-0.0225477,"p9"
"MAG","myelin associated glycoprotein",-1.988439702,-1.801597651,-2.355028752,0.186842051,-0.36658905,-0.553431101,"p9"
"MAL","mal, T cell differentiation protein",-1.199899664,-1.113413788,-1.901378762,0.086485876,-0.701479099,-0.787964975,"p9"
"MAOB","monoamine oxidase B",-1.093013652,-0.910890114,-1.597846673,0.182123538,-0.504833021,-0.686956559,"p9"
"MAP2","microtubule associated protein 2",-1.03880078,-0.747452172,-0.669344106,0.291348609,0.369456674,0.078108066,"p9"
"MATK","megakaryocyte-associated tyrosine kinase",-1.053432111,-0.87516872,-1.177946984,0.178263391,-0.124514873,-0.302778264,"p9"
"MATN2","matrilin 2",-1.218366892,-1.066950048,-1.309038542,0.151416844,-0.090671651,-0.242088495,"p9"
"MATN3","matrilin 3",-1.335178698,-0.535305936,-0.401402994,0.799872762,0.933775704,0.133902942,"p9"
"MCAM","melanoma cell adhesion molecule",-1.585808235,-1.340234918,-1.479887409,0.245573317,0.105920826,-0.139652491,"p9"
"MEIS1","Meis homeobox 1",-1.17030253,-0.767572975,-1.223355962,0.402729554,-0.053053432,-0.455782987,"p9"
"MFAP4","microfibril associated protein 4",-1.619963544,-1.248206233,-2.116000279,0.371757311,-0.496036735,-0.867794046,"p9"
"MGARP","mitochondria localized glutamic acid rich protein",-2.625127773,-2.138808051,-2.160165048,0.486319722,0.464962725,-0.021356998,"p9"
"MGAT4C","MGAT4 family member C",-2.958712691,-2.120218439,-1.666565937,0.838494252,1.292146753,0.453652502,"p9"
"MGAT5B","alpha-1,6-mannosylglycoprotein 6-beta-N-acetylglucosaminyltransferase B",-1.298967851,-1.277646847,-1.215279402,0.021321004,0.08368845,0.062367445,"p9"
"MME","membrane metalloendopeptidase",-2.703200761,-2.427396256,-2.863381996,0.275804505,-0.160181234,-0.435985739,"p9"
"MMRN1","multimerin 1",-2.075577042,-1.325573404,-2.239710567,0.750003638,-0.164133525,-0.914137163,"p9"
"MMRN2","multimerin 2",-1.384456414,-1.088401883,-2.003627096,0.296054531,-0.619170681,-0.915225212,"p9"
"MN1","MN1 proto-oncogene, transcriptional regulator",-1.563649778,-1.218154917,-0.693029488,0.345494861,0.87062029,0.525125429,"p9"
"MPL","MPL proto-oncogene, thrombopoietin receptor",-1.339243636,-1.163585912,-1.591000977,0.175657724,-0.251757341,-0.427415065,"p9"
"MRGPRF","MAS related GPR family member F",-1.776963923,-1.215671894,-1.411418733,0.561292028,0.365545189,-0.195746839,"p9"
"MSR1","macrophage scavenger receptor 1",-1.505577108,-1.091588986,-1.395031268,0.413988122,0.11054584,-0.303442281,"p9"
"MSRB3","methionine sulfoxide reductase B3",-1.185608301,-0.780624514,-1.276967124,0.404983787,-0.091358823,-0.496342609,"p9"
"MSX1","msh homeobox 1",-1.220233241,-1.184531998,-1.213292854,0.035701243,0.006940387,-0.028760856,"p9"
"MTRNR2L9","MT-RNR2 like 9",-1.864462781,-2.094499762,-2.846046851,-0.230036982,-0.98158407,-0.751547088,"p9"
"MUSTN1","musculoskeletal, embryonic nuclear protein 1",-1.237188874,-1.004800845,-1.638181559,0.232388029,-0.400992686,-0.633380714,"p9"
"MYADM","myeloid associated differentiation marker",-1.316559825,-1.101822421,-1.347803565,0.214737404,-0.031243741,-0.245981145,"p9"
"MYCT1","MYC target 1",-1.350480326,-1.123159448,-2.042897927,0.227320878,-0.6924176,-0.919738479,"p9"
"MYH10","myosin heavy chain 10",-1.327035936,-1.054875945,-1.448285495,0.272159991,-0.12124956,-0.39340955,"p9"
"MYH11","myosin heavy chain 11",-1.081065051,-0.541953517,-1.011181987,0.539111534,0.069883064,-0.46922847,"p9"
"MYH13","myosin heavy chain 13",-2.618760709,-2.618760709,-1.79309089,-7.21e-15,0.825669819,0.825669819,"p9"
"MYL9","myosin light chain 9",-1.434434537,-1.042890678,-1.328704807,0.391543859,0.10572973,-0.285814129,"p9"
"MYLK","myosin light chain kinase",-1.002078563,-0.73766089,-1.075444344,0.264417673,-0.07336578,-0.337783453,"p9"
"MYOC","myocilin",-4.460741569,-4.132708795,-5.052372253,0.328032774,-0.591630684,-0.919663458,"p9"
"N4BP3","NEDD4 binding protein 3",-1.260973685,-1.216302163,-0.925910984,0.044671521,0.335062701,0.29039118,"p9"
"NACAD","NAC alpha domain containing",-1.56922248,-1.175588477,-1.049354466,0.393634004,0.519868014,0.126234011,"p9"
"NBL1","NBL1, DAN family BMP antagonist",-1.069303557,-0.785794192,-0.861747206,0.283509366,0.207556351,-0.075953015,"p9"
"NCR1","natural cytotoxicity triggering receptor 1",-1.894618598,-1.649634849,-2.143791689,0.244983749,-0.249173091,-0.49415684,"p9"
"NDRG2","NDRG family member 2",-1.086590533,-0.953630152,-1.499192201,0.132960381,-0.412601668,-0.545562049,"p9"
"NDRG4","NDRG family member 4",-2.256677389,-1.797879923,-2.258671474,0.458797465,-0.001994085,-0.46079155,"p9"
"NDUFA4L2","NDUFA4 mitochondrial complex associated like 2",-1.244791085,-1.075303557,-0.969679409,0.169487528,0.275111675,0.105624148,"p9"
"NES","nestin",-1.405670616,-1.162316616,-1.801712441,0.243354001,-0.396041824,-0.639395825,"p9"
"NEXN","nexilin F-actin binding protein",-1.030354384,-0.617427117,-1.171248937,0.412927267,-0.140894553,-0.55382182,"p9"
"NHSL2","NHS like 2",-1.001212813,-0.734966034,-1.11649885,0.266246778,-0.115286038,-0.381532816,"p9"
"NID2","nidogen 2",-1.170188782,-0.673271758,-0.452478799,0.496917024,0.717709983,0.220792959,"p9"
"NKD1","NKD inhibitor of WNT signaling pathway 1",-1.038707102,-0.655527831,-0.882825123,0.383179271,0.155881979,-0.227297291,"p9"
"NKD2","NKD inhibitor of WNT signaling pathway 2",-1.039875043,-0.69461902,-1.228590982,0.345256023,-0.188715939,-0.533971962,"p9"
"NKG7","natural killer cell granule protein 7",-1.525482899,-1.42358097,-1.483563674,0.101901929,0.041919224,-0.059982704,"p9"
"NLRP12","NLR family pyrin domain containing 12",-1.091513583,-1.103947306,-1.08400054,-0.012433723,0.007513043,0.019946767,"p9"
"NOS1","nitric oxide synthase 1",-2.198262906,-1.718324145,-2.515218674,0.47993876,-0.316955768,-0.796894529,"p9"
"NOS2","nitric oxide synthase 2",-1.925609975,-1.743840776,-1.72114541,0.181769199,0.204464564,0.022695366,"p9"
"NOTCH4","notch receptor 4",-1.499130503,-1.336799602,-2.023981087,0.162330901,-0.524850585,-0.687181486,"p9"
"NOV",NA,-1.458565069,-1.099356655,-0.976389997,0.359208414,0.482175071,0.122966657,"p9"
"NPDC1","neural proliferation, differentiation and control 1",-1.023629732,-0.776793698,-1.211971118,0.246836034,-0.188341385,-0.435177419,"p9"
"NPR3","natriuretic peptide receptor 3",-1.676781526,-1.10581778,-1.450192486,0.570963745,0.22658904,-0.344374706,"p9"
"NPY1R","neuropeptide Y receptor Y1",-1.299861955,-1.203564971,-1.901510975,0.096296983,-0.601649021,-0.697946004,"p9"
"NR4A2","nuclear receptor subfamily 4 group A member 2",-1.311733341,-1.256907165,-1.666978927,0.054826176,-0.355245586,-0.410071762,"p9"
"NRARP","NOTCH regulated ankyrin repeat protein",-1.187374963,-1.116277189,-0.761646835,0.071097774,0.425728127,0.354630354,"p9"
"NRG3","neuregulin 3",-1.899587042,-1.71443855,-2.190164383,0.185148492,-0.290577341,-0.475725833,"p9"
"NRN1","neuritin 1",-1.307605416,-1.217397569,-2.022867419,0.090207848,-0.715262003,-0.80546985,"p9"
"NRXN2","neurexin 2",-1.053906612,-0.734500187,-0.591693785,0.319406425,0.462212827,0.142806402,"p9"
"NTN1","netrin 1",-1.090066557,-0.67084733,-0.52688184,0.419219227,0.563184717,0.14396549,"p9"
"NTNG1","netrin G1",-1.177211773,-1.164864986,-2.086827531,0.012346788,-0.909615758,-0.921962545,"p9"
"NTNG2","netrin G2",-1.262797225,-1.028227492,-0.775508941,0.234569733,0.487288284,0.252718551,"p9"
"NTRK2","neurotrophic receptor tyrosine kinase 2",-2.019600947,-1.736973164,-1.320905174,0.282627783,0.698695773,0.41606799,"p9"
"NTRK3","neurotrophic receptor tyrosine kinase 3",-1.46295501,-1.146397565,-1.798338896,0.316557445,-0.335383886,-0.651941331,"p9"
"NUAK1","NUAK family kinase 1",-1.01656293,-0.80554759,-0.830694109,0.21101534,0.185868821,-0.025146519,"p9"
"NXPH3","neurexophilin 3",-1.569361845,-1.373827331,-2.10143775,0.195534514,-0.532075905,-0.727610419,"p9"
"NYAP1","neuronal tyrosine phosphorylated phosphoinositide-3-kinase adaptor 1",-1.725159113,-0.973575162,-1.781934286,0.751583951,-0.056775174,-0.808359124,"p9"
"NYNRIN","NYN domain and retroviral integrase containing",-1.013867111,-0.640779785,-0.681353139,0.373087327,0.332513973,-0.040573354,"p9"
"OASL","2'-5'-oligoadenylate synthetase like",-1.176833129,-1.330789107,-1.312120707,-0.153955977,-0.135287578,0.018668399,"p9"
"ODF3L1","outer dense fiber of sperm tails 3 like 1",-1.340443784,-0.94781237,-1.223721725,0.392631414,0.116722059,-0.275909355,"p9"
"OGN","osteoglycin",-2.010856366,-1.427388386,-1.783207916,0.583467981,0.227648451,-0.35581953,"p9"
"OLFML1","olfactomedin like 1",-1.322692939,-1.072042258,-1.457382187,0.250650681,-0.134689248,-0.385339929,"p9"
"OLFML2A","olfactomedin like 2A",-1.528243558,-1.347269673,-1.501964468,0.180973885,0.02627909,-0.154694795,"p9"
"OLFML2B","olfactomedin like 2B",-1.109665819,-0.737282856,0.164325302,0.372382962,1.273991121,0.901608158,"p9"
"OMD","osteomodulin",-1.22493681,-0.56848962,-0.518818169,0.65644719,0.706118641,0.04967145,"p9"
"OR6K3","olfactory receptor family 6 subfamily K member 3",-2.718915055,-2.213193622,-2.789728393,0.505721432,-0.070813338,-0.576534771,"p9"
"OSR1","odd-skipped related transcription factor 1",-1.272797628,-0.804554085,-1.48686875,0.468243543,-0.214071122,-0.682314665,"p9"
"OTOGL","otogelin like",-1.266121211,-0.863842094,-0.846427805,0.402279117,0.419693406,0.017414289,"p9"
"P2RX6","purinergic receptor P2X 6",-1.207250948,-1.066640697,-1.590798161,0.14061025,-0.383547213,-0.524157463,"p9"
"P2RY1","purinergic receptor P2Y1",-1.733139163,-1.450482859,-2.148813631,0.282656304,-0.415674469,-0.698330772,"p9"
"PABPC5","poly(A) binding protein cytoplasmic 5",-1.023156413,-0.791260519,-1.138195416,0.231895894,-0.115039003,-0.346934897,"p9"
"PABPN1L","poly(A) binding protein nuclear 1 like, cytoplasmic",-1.287852769,-1.416565813,-1.425838396,-0.128713045,-0.137985627,-0.009272583,"p9"
"PADI4","peptidyl arginine deiminase 4",-2.66297567,-3.077364329,-3.934554451,-0.41438866,-1.271578782,-0.857190122,"p9"
"PALM","paralemmin",-1.516947102,-0.993285562,-1.38486635,0.523661539,0.132080751,-0.391580788,"p9"
"PALM2-AKAP2","PALM2-AKAP2 readthrough",-1.181617298,-0.731132427,-0.817129038,0.450484871,0.364488261,-0.085996611,"p9"
"PALMD","palmdelphin",-1.116034715,-0.758416305,-1.652618636,0.35761841,-0.536583921,-0.894202331,"p9"
"PAMR1","peptidase domain containing associated with muscle regeneration 1",-1.393625254,-0.403421951,-0.657421299,0.990203303,0.736203955,-0.253999348,"p9"
"PAPOLB","poly(A) polymerase beta",-1.21118743,-0.983910142,-1.295106896,0.227277288,-0.083919467,-0.311196754,"p9"
"PARVB","parvin beta",-1.002764391,-0.849187978,-1.059994493,0.153576413,-0.057230102,-0.210806515,"p9"
"PCDH10","protocadherin 10",-1.60002676,-1.50264401,-1.294613752,0.09738275,0.305413008,0.208030258,"p9"
"PCDH12","protocadherin 12",-1.281830843,-1.160578122,-1.404009549,0.121252721,-0.122178706,-0.243431427,"p9"
"PCDH18","protocadherin 18",-1.325275694,-1.02088269,-1.128612429,0.304393004,0.196663266,-0.107729738,"p9"
"PCDHGA12","protocadherin gamma subfamily A, 12",-1.062889072,-0.902497923,-0.858773743,0.160391149,0.204115329,0.04372418,"p9"
"PCDHGA2","protocadherin gamma subfamily A, 2",-1.563111004,-1.159797113,-0.533593809,0.403313891,1.029517195,0.626203305,"p9"
"PCDHGA3","protocadherin gamma subfamily A, 3",-1.540581509,-1.037505106,-0.706350175,0.503076403,0.834231334,0.331154931,"p9"
"PCDHGA4","protocadherin gamma subfamily A, 4",-1.156182919,-0.885733765,-0.037024567,0.270449154,1.119158353,0.848709198,"p9"
"PCDHGA6","protocadherin gamma subfamily A, 6",-1.050210544,-0.862022444,-0.357685556,0.1881881,0.692524987,0.504336888,"p9"
"PCDHGA8","protocadherin gamma subfamily A, 8",-1.181347448,-0.778898867,0.004191267,0.402448581,1.185538715,0.783090134,"p9"
"PCDHGB1","protocadherin gamma subfamily B, 1",-1.2183105,-0.9059735,-0.028093301,0.312337,1.190217199,0.877880198,"p9"
"PCDHGB4","protocadherin gamma subfamily B, 4",-1.048375884,-0.781534087,-0.350366952,0.266841797,0.698008932,0.431167135,"p9"
"PCDHGB7","protocadherin gamma subfamily B, 7",-1.017805679,-0.959588535,-1.0741776,0.058217145,-0.056371921,-0.114589065,"p9"
"PCDHGC3","protocadherin gamma subfamily C, 3",-1.522833431,-1.302963493,-1.821768874,0.219869937,-0.298935443,-0.518805381,"p9"
"PCK1","phosphoenolpyruvate carboxykinase 1",-2.022979138,-2.830963554,-3.191640863,-0.807984416,-1.168661725,-0.360677309,"p9"
"PCOLCE2","procollagen C-endopeptidase enhancer 2",-1.280429217,-1.017284013,-1.898301939,0.263145204,-0.617872722,-0.881017926,"p9"
"PCYT1B","phosphate cytidylyltransferase 1, choline, beta",-2.118754538,-1.447938449,-1.868654593,0.670816089,0.250099944,-0.420716145,"p9"
"PDE1C","phosphodiesterase 1C",-1.530112876,-1.56205478,-1.858544364,-0.031941904,-0.328431488,-0.296489584,"p9"
"PDE5A","phosphodiesterase 5A",-1.17752185,-0.845922335,-1.325887676,0.331599515,-0.148365826,-0.47996534,"p9"
"PDE6A","phosphodiesterase 6A",-1.997000331,-1.442280967,-1.856750636,0.554719365,0.140249695,-0.414469669,"p9"
"PDE7B","phosphodiesterase 7B",-1.192210927,-0.502280016,-1.19964124,0.689930912,-0.007430313,-0.697361224,"p9"
